91;2072
91;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
92;2072
93;2060
93;2072
92;2064
92;2072
93;2076
91;2092
88;2072
87;2068
83;2048
80;2048
80;2044
76;2044
75;2044
73;2044
71;2044
72;2044
70;2044
67;2044
66;2044
65;2040
63;2040
62;2040
59;2040
58;2040
56;2040
54;2040
51;2040
49;2040
47;2040
45;2040
44;2040
43;2040
42;2040
43;2032
42;2032
43;2028
43;1992
43;2152
42;2164
43;2168
43;2168
43;2168
43;2168
43;2172
43;2176
43;2452
43;2676
42;2760
43;2704
43;2732
43;2624
43;2608
43;2616
43;2648
43;2584
43;2560
43;2560
43;2576
43;2576
43;2580
43;2548
43;2504
43;2492
43;2504
43;2516
43;2508
43;2504
43;2504
44;2504
43;2504
44;2504
47;2504
47;2504
48;2504
49;2508
50;2512
50;2512
52;2512
54;2512
55;2512
56;2512
57;2512
60;2516
61;2516
63;2516
65;2516
67;2516
69;2516
70;2516
72;2516
72;2516
77;2516
82;2516
84;2516
87;2516
91;2516
94;2516
96;2520
99;2516
102;2516
104;2516
108;2516
111;2516
115;2516
117;2516
120;2516
122;2516
124;2516
127;2516
128;2516
130;2516
132;2516
133;2516
133;2516
133;2516
135;2516
135;2516
135;2516
137;2516
147;2516
148;2516
149;2516
150;2516
150;2516
153;2516
153;2516
154;2516
154;2516
156;2516
157;2516
158;2516
158;2516
159;2520
166;2516
168;2516
170;2516
171;2516
174;2516
176;2516
177;2516
179;2516
181;2516
183;2516
185;2516
188;2516
188;2512
190;2512
192;2512
194;2512
195;2512
197;2512
198;2512
200;2512
201;2512
202;2512
203;2512
203;2512
204;2512
208;2512
209;2512
209;2512
211;2512
211;2508
213;2508
214;2512
215;2508
216;2512
217;2500
216;2500
216;2504
216;2504
217;2500
216;2512
216;2508
216;2508
216;2508
216;2508
216;2428
216;2348
216;1180
216;548
216;72
216;16004
216;15672
216;15436
216;15240
216;15164
217;15044
217;14952
217;14872
217;14780
216;14772
217;14772
216;14816
216;14928
216;15140
217;15304
217;15580
216;16016
216;16360
216;428
216;788
216;924
216;1100
216;1280
216;1540
216;1912
216;2208
216;2596
216;3048
216;3568
216;4148
216;4452
216;4716
216;4900
216;5136
216;5160
217;5160
216;5160
217;5132
217;4892
217;4628
217;4392
217;4124
216;3864
217;3696
217;3640
217;3292
216;2980
216;2608
216;2288
216;1776
216;1284
216;868
217;152
216;16144
216;15904
216;15684
216;15596
216;15508
216;15368
216;15276
216;15268
216;15284
216;15300
216;15316
217;15316
217;15312
217;15296
216;15204
217;14944
217;14616
217;14328
217;14112
217;13948
216;13504
217;13196
216;12816
216;12712
216;12712
216;12712
216;12712
216;12712
216;12712
216;12716
216;12716
216;12716
216;12716
216;12720
216;12720
217;12720
216;12724
217;12744
216;12756
215;12756
213;12780
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12788
211;12792
211;12796
211;12796
211;12796
211;12800
211;12800
211;12800
211;12800
211;12804
211;12804
211;12804
211;12804
211;12804
